trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1643,False,"{'a': 0.5, 'e': 1.0}",20,0,-149.08655579934575,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
1644,False,"{'a': 0.5, 'e': 1.0}",25,0,-172.07075595545467,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
1645,False,"{'a': 0.5, 'e': 1.0}",25,0,-158.59439370270795,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
1646,False,"{'a': 0.5, 'e': 1.0}",25,0,-135.15817948079535,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
1647,False,"{'a': 0.5, 'e': 1.0}",25,0,-129.10003224307204,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
1648,False,"{'a': 0.5, 'e': 1.0}",30,0,-163.21612478131908,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
1649,False,"{'a': 0.5, 'e': 1.0}",25,2,-135.48441255073675,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 2}",1
1650,False,"{'a': 0.5, 'e': 1.0}",25,0,-230.54069783435602,"{0: 8, 1: 6, 2: 7, 3: 1, 4: 3}",0
1651,False,"{'a': 0.5, 'e': 1.0}",20,0,-67.7489499482402,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1652,False,"{'a': 0.5, 'e': 1.0}",25,0,-80.68264306692053,"{0: 13, 1: 6, 2: 6, 3: 0, 4: 0}",0
1653,False,"{'a': 0.5, 'e': 1.0}",30,0,-88.09275727519281,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
1654,False,"{'a': 0.5, 'e': 1.0}",20,4,-73.72030697182907,"{0: 9, 1: 4, 2: 1, 3: 1, 4: 1}",1
1655,False,"{'a': 0.5, 'e': 1.0}",20,0,-132.2123022068216,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
1656,False,"{'a': 0.5, 'e': 1.0}",30,0,-96.36398493571369,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
1657,False,"{'a': 0.5, 'e': 1.0}",20,0,-93.87571936631137,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1658,False,"{'a': 0.5, 'e': 1.0}",25,0,-83.09784610689753,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
1659,False,"{'a': 0.5, 'e': 1.0}",20,0,-128.57627523202962,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
1660,False,"{'a': 0.5, 'e': 1.0}",20,0,-54.72988850887959,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1661,False,"{'a': 0.5, 'e': 1.0}",20,0,-144.85664043183402,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
1662,False,"{'a': 0.5, 'e': 1.0}",20,0,-57.37874929843434,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1663,False,"{'a': 0.5, 'e': 1.0}",20,0,-82.59409413478554,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
1664,False,"{'a': 0.5, 'e': 1.0}",20,0,-147.0266929844759,"{0: 7, 1: 3, 2: 8, 3: 1, 4: 1}",0
1665,False,"{'a': 0.5, 'e': 1.0}",20,0,-92.86579813065515,"{0: 10, 1: 5, 2: 2, 3: 3, 4: 0}",0
1666,False,"{'a': 0.5, 'e': 1.0}",25,0,-176.94379150827962,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
1667,False,"{'a': 0.5, 'e': 1.0}",25,0,-168.21924817237286,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
1668,False,"{'a': 0.5, 'e': 1.0}",30,0,-89.08858790580881,"{0: 17, 1: 6, 2: 6, 3: 1, 4: 0}",0
1669,False,"{'a': 0.5, 'e': 1.0}",25,0,-149.68281352164684,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
1670,False,"{'a': 0.5, 'e': 1.0}",25,0,-181.792253929998,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
1671,False,"{'a': 0.5, 'e': 1.0}",20,0,-170.57748400104242,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
1672,False,"{'a': 0.5, 'e': 1.0}",25,0,-203.16681426334972,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
1673,False,"{'a': 0.5, 'e': 1.0}",25,5,-103.49198824647918,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",1
1674,False,"{'a': 0.5, 'e': 1.0}",30,0,-88.63693193278353,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
1675,False,"{'a': 0.5, 'e': 1.0}",20,0,-210.58366947997678,"{0: 9, 1: 2, 2: 3, 3: 3, 4: 3}",0
1676,False,"{'a': 0.5, 'e': 1.0}",35,2,-127.87083035375208,"{0: 17, 1: 5, 2: 10, 3: 1, 4: 0}",1
1677,False,"{'a': 0.5, 'e': 1.0}",30,6,-96.55164386907099,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 1}",1
1678,False,"{'a': 0.5, 'e': 1.0}",25,0,-67.48543388764433,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
1679,False,"{'a': 0.5, 'e': 1.0}",30,0,-147.81002296919235,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
1680,False,"{'a': 0.5, 'e': 1.0}",20,0,-91.12152789075044,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
1681,False,"{'a': 0.5, 'e': 1.0}",20,0,-102.15119521826435,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
1682,False,"{'a': 0.5, 'e': 1.0}",30,0,-188.7426585709815,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 3}",0
1683,False,"{'a': 0.5, 'e': 1.0}",30,0,-125.0624439616398,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
1684,False,"{'a': 0.5, 'e': 1.0}",20,3,-45.998588296129654,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
1685,False,"{'a': 0.5, 'e': 1.0}",25,0,-124.03562193587524,"{0: 12, 1: 3, 2: 8, 3: 2, 4: 0}",0
1686,False,"{'a': 0.5, 'e': 1.0}",20,0,-101.21138916439831,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
1687,False,"{'a': 0.5, 'e': 1.0}",25,14,-83.00471670312818,"{0: 5, 1: 0, 2: 5, 3: 0, 4: 1}",1
1688,False,"{'a': 0.5, 'e': 1.0}",25,0,-166.76900874349445,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
1689,False,"{'a': 0.5, 'e': 1.0}",20,0,-235.53740290341315,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 4}",0
1690,False,"{'a': 0.5, 'e': 1.0}",20,0,-169.17762539286196,"{0: 10, 1: 3, 2: 2, 3: 3, 4: 2}",0
1691,False,"{'a': 0.5, 'e': 1.0}",30,14,-67.77655282661348,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
1692,False,"{'a': 0.5, 'e': 1.0}",20,0,-107.92489393439631,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1693,False,"{'a': 0.5, 'e': 1.0}",20,0,-141.05605334863444,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
1694,False,"{'a': 0.5, 'e': 1.0}",20,0,-134.59023998156056,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
1695,False,"{'a': 0.5, 'e': 1.0}",20,0,-145.771374857173,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
1696,False,"{'a': 0.5, 'e': 1.0}",30,0,-113.52094495220943,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
1697,False,"{'a': 0.5, 'e': 1.0}",20,0,-78.98162438527804,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
1698,False,"{'a': 0.5, 'e': 1.0}",30,0,-127.4448758516876,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
1699,False,"{'a': 0.5, 'e': 1.0}",20,0,-136.31428886839282,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",1
1700,False,"{'a': 0.5, 'e': 1.0}",20,0,-86.94639955164848,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
1701,False,"{'a': 0.5, 'e': 1.0}",20,0,-209.10293387786865,"{0: 8, 1: 2, 2: 5, 3: 2, 4: 3}",0
1702,False,"{'a': 0.5, 'e': 1.0}",20,0,-41.155458037964046,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
1703,False,"{'a': 0.5, 'e': 1.0}",30,7,-61.6549354239867,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 0}",1
1704,False,"{'a': 0.5, 'e': 1.0}",20,0,-92.4500373227407,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
1705,False,"{'a': 0.5, 'e': 1.0}",20,0,-141.20423821775572,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
1706,False,"{'a': 0.5, 'e': 1.0}",20,0,-184.74258993219962,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
1707,False,"{'a': 0.5, 'e': 1.0}",25,0,-99.46128473255483,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
1708,False,"{'a': 0.5, 'e': 1.0}",20,5,-98.05071745623376,"{0: 8, 1: 0, 2: 5, 3: 1, 4: 1}",1
1709,False,"{'a': 0.5, 'e': 1.0}",25,13,-4.333384902680068,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
1710,False,"{'a': 0.5, 'e': 1.0}",25,9,-134.56666820084996,"{0: 9, 1: 0, 2: 3, 3: 2, 4: 2}",1
1711,False,"{'a': 0.5, 'e': 1.0}",20,11,-28.047436700315693,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
1712,False,"{'a': 0.5, 'e': 1.0}",20,0,-125.83634685289539,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
1713,False,"{'a': 0.5, 'e': 1.0}",25,0,-179.43828280393868,"{0: 13, 1: 3, 2: 4, 3: 3, 4: 2}",0
1714,False,"{'a': 0.5, 'e': 1.0}",20,0,-104.29760905330119,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
1715,False,"{'a': 0.5, 'e': 1.0}",20,0,-77.53151945112951,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1716,False,"{'a': 0.5, 'e': 1.0}",20,0,-151.31942211211322,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
1717,False,"{'a': 0.5, 'e': 1.0}",25,0,-121.1836535570604,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
1718,False,"{'a': 0.5, 'e': 1.0}",25,0,-130.07280784636143,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
1719,False,"{'a': 0.5, 'e': 1.0}",20,0,-150.33694284466654,"{0: 6, 1: 5, 2: 7, 3: 1, 4: 1}",0
1720,False,"{'a': 0.5, 'e': 1.0}",35,5,-191.80563289147634,"{0: 15, 1: 4, 2: 8, 3: 0, 4: 3}",1
1721,False,"{'a': 0.5, 'e': 1.0}",20,12,-18.533396293462364,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
1722,False,"{'a': 0.5, 'e': 1.0}",20,0,-118.31326738401926,"{0: 8, 1: 5, 2: 6, 3: 0, 4: 1}",0
1723,False,"{'a': 0.5, 'e': 1.0}",30,0,-149.8266299059019,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
1724,False,"{'a': 0.5, 'e': 1.0}",25,0,-73.11739711252807,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
1725,False,"{'a': 0.5, 'e': 1.0}",20,0,-87.02156073630006,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1726,False,"{'a': 0.5, 'e': 1.0}",35,7,-199.7793180412331,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 3}",1
1727,False,"{'a': 0.5, 'e': 1.0}",25,0,-20.48031938775013,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
1728,False,"{'a': 0.5, 'e': 1.0}",25,0,-185.3603166204423,"{0: 12, 1: 7, 2: 2, 3: 1, 4: 3}",0
1729,False,"{'a': 0.5, 'e': 1.0}",20,0,-80.23634697070656,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
1730,False,"{'a': 0.5, 'e': 1.0}",20,0,-139.7577315228154,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
1731,False,"{'a': 0.5, 'e': 1.0}",25,0,-120.11548584587295,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
1732,False,"{'a': 0.5, 'e': 1.0}",25,0,-181.73665866331814,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 3}",0
1733,False,"{'a': 0.5, 'e': 1.0}",25,0,-224.73657795836846,"{0: 12, 1: 0, 2: 8, 3: 2, 4: 3}",0
1734,False,"{'a': 0.5, 'e': 1.0}",20,0,-121.19297175992745,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1735,False,"{'a': 0.5, 'e': 1.0}",25,0,-98.76602409150502,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",0
1736,False,"{'a': 0.5, 'e': 1.0}",20,0,-73.590706238655,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
1737,False,"{'a': 0.5, 'e': 1.0}",35,0,-59.18612308325677,"{0: 25, 1: 4, 2: 5, 3: 1, 4: 0}",0
1738,False,"{'a': 0.5, 'e': 1.0}",20,0,-163.29548393497464,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
1739,False,"{'a': 0.5, 'e': 1.0}",25,0,-200.35435610932439,"{0: 9, 1: 7, 2: 4, 3: 3, 4: 2}",0
1740,False,"{'a': 0.5, 'e': 1.0}",20,12,-16.368795237884086,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1741,False,"{'a': 0.5, 'e': 1.0}",20,11,-36.774154850555014,"{0: 6, 1: 0, 2: 1, 3: 2, 4: 0}",1
1742,False,"{'a': 0.5, 'e': 1.0}",25,0,-164.14418834825864,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
1743,False,"{'a': 0.5, 'e': 1.0}",30,0,-253.2769533797826,"{0: 14, 1: 3, 2: 7, 3: 3, 4: 3}",0
1744,False,"{'a': 0.5, 'e': 1.0}",25,9,-82.81761889204158,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
1745,False,"{'a': 0.5, 'e': 1.0}",25,0,-199.6892317123806,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 4}",0
1746,False,"{'a': 0.5, 'e': 1.0}",25,0,-111.62984640507025,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
1747,False,"{'a': 0.5, 'e': 1.0}",20,0,-101.80753800744668,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1748,False,"{'a': 0.5, 'e': 1.0}",20,0,-62.63727378894442,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1749,False,"{'a': 0.5, 'e': 1.0}",30,0,-119.16750033419326,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
1750,False,"{'a': 0.5, 'e': 1.0}",20,0,-118.10190816883504,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
1751,False,"{'a': 0.5, 'e': 1.0}",20,14,-11.366635645232895,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1752,False,"{'a': 0.5, 'e': 1.0}",30,0,-122.50635128659414,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
1753,False,"{'a': 0.5, 'e': 1.0}",25,0,-58.34171679330288,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
1754,False,"{'a': 0.5, 'e': 1.0}",30,0,-136.89941367755466,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
1755,False,"{'a': 0.5, 'e': 1.0}",25,0,-222.64759024758902,"{0: 8, 1: 6, 2: 7, 3: 1, 4: 3}",0
1756,False,"{'a': 0.5, 'e': 1.0}",30,0,-137.91832532191137,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
1757,False,"{'a': 0.5, 'e': 1.0}",25,0,-156.0368687824749,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
1758,False,"{'a': 0.5, 'e': 1.0}",20,0,-38.28689592349672,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
1759,False,"{'a': 0.5, 'e': 1.0}",20,0,-195.99279930158866,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
1760,False,"{'a': 0.5, 'e': 1.0}",20,0,-100.95163058813853,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
1761,False,"{'a': 0.5, 'e': 1.0}",20,0,-148.8022948182245,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
1762,False,"{'a': 0.5, 'e': 1.0}",25,12,2.352198491395069,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1763,False,"{'a': 0.5, 'e': 1.0}",20,0,-154.30667327506322,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
1764,False,"{'a': 0.5, 'e': 1.0}",20,0,-137.5655811935951,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
1765,False,"{'a': 0.5, 'e': 1.0}",20,0,-62.99622191439657,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
1766,False,"{'a': 0.5, 'e': 1.0}",20,0,-109.89629502767791,"{0: 10, 1: 2, 2: 5, 3: 3, 4: 0}",0
1767,False,"{'a': 0.5, 'e': 1.0}",25,0,-120.37539692118577,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
1768,False,"{'a': 0.5, 'e': 1.0}",30,4,-143.4719569919199,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 2}",1
1769,False,"{'a': 0.5, 'e': 1.0}",20,0,-161.75544164692778,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
1770,False,"{'a': 0.5, 'e': 1.0}",20,0,-38.89798702975813,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
1771,False,"{'a': 0.5, 'e': 1.0}",20,4,-95.72935433129793,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 1}",1
1772,False,"{'a': 0.5, 'e': 1.0}",25,0,-64.39357484516486,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
1773,False,"{'a': 0.5, 'e': 1.0}",20,0,-136.0378156429739,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
1774,False,"{'a': 0.5, 'e': 1.0}",20,0,-52.88112108092356,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
1775,False,"{'a': 0.5, 'e': 1.0}",20,0,-89.01756054196144,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
1776,False,"{'a': 0.5, 'e': 1.0}",30,0,-199.23193977961742,"{0: 14, 1: 4, 2: 8, 3: 2, 4: 2}",0
1777,False,"{'a': 0.5, 'e': 1.0}",20,0,-77.72083880907932,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
1778,False,"{'a': 0.5, 'e': 1.0}",30,0,-157.9303046249181,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
1779,False,"{'a': 0.5, 'e': 1.0}",20,0,-74.50080835796028,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
1780,False,"{'a': 0.5, 'e': 1.0}",30,0,-109.73492090071468,"{0: 17, 1: 7, 2: 5, 3: 0, 4: 1}",0
1781,False,"{'a': 0.5, 'e': 1.0}",25,0,-157.0170829176233,"{0: 10, 1: 3, 2: 11, 3: 0, 4: 1}",0
1782,False,"{'a': 0.5, 'e': 1.0}",25,0,-124.59109365488253,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
1783,False,"{'a': 0.5, 'e': 1.0}",20,0,-139.1987032643839,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
1784,False,"{'a': 0.5, 'e': 1.0}",30,0,-142.3447469548274,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
1785,False,"{'a': 0.5, 'e': 1.0}",30,0,-164.47101533821115,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
